"Núm. fotog.","Núm. ekta.","Nombre d'exemplars","Any","Autor i data de la fitxa","Bibliografia","Descripció de l'objecte","Estat de conservació","Exposicions","Lloc de procedència","Localització","updated loc.","Mides","obra gràfica =","obra original =","préstec a :","Reproduccions","Restauracions","técnica","Tècnica","Títol","Valoració Econòmica en €","vegap:","Causa de baixa i data","Objectes en relació indicacant n. registre","Edició","Editor","Exemplar","Mides planxa","Marca paper","Impressor","Tiratge","Núm. planxes","Filigrana","trad. castellano","trad. english","trad. français","trad.castellano técnica:","trad.english technique:","trad.français technique:"
,,2,1985,"novembre 1993",,"A. realitzat per l'edició frencesa del llibre de José Àngel Valente ""Tres lecciones de tinieblas"" (1980) traduït per Jacques Ancet, autor del prefaci. ",,,,"OG","D03","22 x 15,4 cm","sí",,,,,"Aguafuerte en una tinta (negro) con collage (papel)","Aiguafort en una tinta (negra) amb collage (paper)","Trois Leçons de Ténèbres",,,,,"50exs. n. 1-50 sobre paper vitel·la Arches; 25 exs. H.C. n. I-XXV; 500 exs. d'edició corrent sobre paper Centaure ivori. Tots els exemplars estan s. També s'ha publicat una edició a grans marges de 30 exs. n. 1-30 i s. de l'aiguafort sobre paper Capellades de 44 x 32 cm, més alguns exs. P.A. s.","Éditions Unes, Le Muy",,,"Arches","J.Barbarà, Barcelona (aiguaforts) i Imprimerie Fanlac, Périgueux (llibre)",,,,,,,,,
,,2,1985,"novembre 1993",,"A. realitzat per l'edició francesa del llibre de José Àngel Valente ""Tres lecciones de tinieblas"" (1980) traduït per Jacques Ancet, autor del prefaci. ",,,,"OG","D03","22 x 15,4 cm","sí",,,,,"Aguafuerte en una tinta (negro) con collage (papel)","Aiguafort en una tinta (negra) amb collage (paper)","Trois Leçons de Ténèbres",,,,,"50exs. n. 1-50 sobre paper vitel·la Arches; 25 exs. H.C. n. I-XXV; 500 exs. d'edició corrent sobre paper Centaure ivori. Tots els exemplars estan s. També s'ha publicat una edició a grans marges de 30 exs. n. 1-30 i s. de l'aiguafort sobre paper Capellades de 44 x 32 cm, més alguns exs. P.A. s.","Éditions Unes, Le Muy",,,"Arches","J.Barbarà, Barcelona (aiguaforts) i Imprimerie Fanlac, Périgueux (llibre)",,,,,,,,,
,,1,1976,,,,,,,"OG","B08","51,5 x 33 cm","sí",,,,,"Aguafuerte y aguatinta al azúcar en varias tintas","Aiguafort i aiguatinta al sucre en diverses tintes","Trois plaques",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,,"Auvergne","J. Barbarà, Barcelona",,,"Richard de Bas",,,,,,
,"no",2,1972,,,,,,,"OG","VI02","58 x 77,5 cm","sí",,,,,"Aguafuerte en negro y gris","Aiguafort en negre i gris","Trois taches et trois lignes noires","30,0506052192",,,,"75 exs. n. i s.","Maeght, París",,"35 x 50 cm","Chiffon de Mandeure","Arte, A. Maeght, París",,,,,,,,,
,,2,1972,,,,,,,"OG","B03","58 x 77,5 cm","sí",,,,,"Aguafuerte en negro y gris","Aiguafort en negre i gris","Trois taches et trois lignes noires",,,,,"75 exs. n. i s.","Maeght, París",,"35 x 50 cm","Chiffon de Mandeure","Arte, A. Maeght, París",,,,,,,,,
"T-5757",,,1961,,,,,,,"OG","I031","50 x 29,5 cm",,"sí",,,,,"Pintura sobre paper assecant","Tros de paper assecant",,,,,,,,,,,,,,"Trozo de papel secante","Piece of Blotting Paper","Morceau de papier buvard ","Pintura sobre papel secante","Paint on blotting paper","Peinture sur papier buvard"
,,2,1984,,,,,,,"OG","C07","58 x 68 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","TV3 - Televisió de Catalunya. 1r Aniversari",,,,,"Tiratge ""avant la lettre"" de 100 exs. n. 1/100-100/100 i s., més 25 exs. P.A. s., d'un cartell editat en ocasió del primer aniversari de la creació de la cadena TV3-Televisió de Catalunya","Corporació Catalana de Ràdio i Televisió, Barcelona",,,,"Imp. Litografías Artísticas Damià Caus, Barcelona",,9,,,,,,,
,,2,1984,,,,,,,"OG","C07","58 x 68 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","TV3- Televisió de Catalunya. 1r Aniversari",,,,,"Tiratge ""avant la lettre"" de 100 exs. n. 1/100-100/100 i s., més 25 exs. P.A. s., d'un cartell editat en ocasió del primer aniversari de la creació de la cadena TV3-Televisió de Catalunya","Corporació Catalana de Ràdio i Televisió, Barcelona",,,,"Imp. Litografías Artísticas Damià Caus, Barcelona",,,,,,,,,
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (U no és ningú) i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Aguafuerte y aguatinta y carborundum en varias tintas con relieve","Aiguafort i aiguatinta i carborúndum en diverses tintes amb relleu","U no és ningú",,,,,"82 exs. n. I/LXXXII-LXXXII/LXXXII i s. 75 exs. n. 1/75-75/75 i s. 10 exs. H.C. s., més 10 exs. P.A. s.

","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,,1979,,"Tàpies und die bücher = Els llibres de Tàpies,  Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Llibre amb proses i poemes de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 aiguaforts i 2 litografies sobre paper Guarro. A les cobertes hi ha reproduït un dels gravats de la suite (U no es ningú) i a les guardes hi ha reproduïdes 2 litografies de la suite. ",,,,"OG","III01","34,5 x 25 cm","sí",,,,,"Litografía en varias tintas; aguafuerte y carborúndrum en varias tintas con relieve; aguafuerte, aguatinta y carborúndrum en varias tintas con relieve.","Litografia en diverses tintes; aiguafort i carborúndrum en diverses tintes amb relleu; aiguafort, aiguatinta i carborúndrum en diverses tintes amb relleu","U no és ningú",,,,,"7 exs. n. I-VII, acompanyats d'un dels dibuixos reproduïts al llibre i d'una suite de 5 A. i 2 L. sobre paper Guarro, cada estampa n. I-VII i s; 75 exs. n. VIII-LXXXII, acompanyats de la suite esmentada anteriorment, cada estampa n. VIII-LXXXII; 75 exs. n. 1-75, acompanyats de la suite de les 2 L. esmentades anteriorment i de 3 A. (Cinta roja, Cercle, U no és ningú), cada estampa n. 1-75 i f.; 500 exs. d'edició de luxe, n. 76-575, enquadernats en tela i s. per l'autor i l'artista a la pàgina de justificadció; 1000 exs. d'edició corrent, n. 576-1575, en rústica i s. per l'autor i l'artista a la pàgina de justificació.","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,,,,,,,
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (""U no és ningú"") i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Aguafuerte y aguatinta y carborundum en varias tintas con relieve","Aiguafort i aiguatinta i carborúndum en diverses tintes amb relleu","U no és ningú",,,,,"82 exs. n. I/LXXXII - LXXXII/LXXXII i f. 75 exs. n. 1/75 - 75/75 i f. 10 exs. H.C. f., més 10 exs. P.A. f.

","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
"GM-102",,,1975,,,,,,,"OG","IV","60,5 x 82,5 cm",,"sí",,,,,"Pintura sobre paper Manila","Ull sobre paper manila","72121,4525260539",,,,,,,,,,,,,"Ojo sobre papel manila","Eye on Manila Paper","Oeil sur papier","Pintura sobre papel manila","Paint on Manila paper","Peinture sur papier"
"T-2784",,,1979,,,,,,,"OG","II025","36 x 50,5 cm",,"sí",,,,,"Pintura, tinta i llapis sobre paper","Ulleres","42070,8473068648",,,,,,,,,,,,,"Gafas","Spectacles","Lunettes","Pintura, tinta y lápiz sobre papel de estraza","Paint, ink and pencil on wrapping paper","Peinture, encre et crayon sur papier bulle"
"T-6406",,,1991,,,,,,,"RP","32A","65 x 99,5 cm",,"sí",,,,,"Pintura sobre tèxtil sintètic","Ulleres",,,,,,,,,,,,,,"Gafas","Glasses","Lunettes","Pintura sobre textil sintético","Paint on synthetic fabric","Peinture sur textile synthétique"
,,2,1985,,,,,,,"OG","C08","75 X 56 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas con relieve","Aiguafort i carborúndum en diverses tintes amb relleu","Ulls",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. H.C. n. 1/15-15/15 i s., 5 exs. H.C. s. no .n., més 15 exs. P.A. n. 1/15-15/15 i s.","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,3,"Guarro",,,,,,
,,2,1985,,,,,,,"OG","C08","75 X 56 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas con relieve","Aiguafort i carborúndum en diverses tintes amb relleu","Ulls",,,,,"99 exs. n. 1/99-99/99 i s., 15 exs. H.C. n. 1/15-15/15 i s., 5 exs. H.C. s i no n., més 15 exs. P.A. n. 1/15-15/15 i s.","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,3,"Guarro",,,,,,
,,2,1984,"23 noviembre 1993",,,,,,"OG","III04","66,5 x 50,9 cm i 66,5 x 101,8 cm","sí",,,,,"3 aguafuertes en varias tintas. Acompañan a un poema inédito de Yves Bonnefoy","3 aiguaforts en diverses tintes. Acompanyen a un poema inèdit de Yves Bonnefoy","Un fragment de statue dans l´herbe d´un enclos encore désert",,,,,"75 exs. amb els tres gravats n. i s. Els deus primers exs. n. 1/10-10/10 porten un suite dels gravats s. i n. sobre el mateix paper Arches. 15 exs. H.C. n. I/XV-XV/XV i s. més 10 exs. P.A. n. 1/10-10/10 i s. Presentació en carpeta de tela. Cada carpeta està s. pel poeta i per l'artista  a la justificació de la tirada. ","Éditions F.B. (François Bénichou), París",,,"Arches","J. Barbarà, Barcelona (gravats) i Atelier de François Da Ros, París (text)",,,,,,,,,
,,2,1984,"23 noviembre 1993",,,,,,"OG","III04","66,5 x 50,9 cm i 66,5 x 101,8 cm","sí",,,,,"3 aguafuertes en varias tintas. Acompañan a poema inédito de Yves Bonnefoy","3 aiguaforts en diverses tintes. Acompanyen un poema inèdit de Yves Bonnefoy","Un fragment de statue dans l´herbe d´un enclos encore désert",,,,,"75 exs. amb els tres gravats n. i s. Els deus primers exs. n. 1/10-10/10 porten un suite dels gravats s. i n. sobre el mateix paper Arches. 15 exs. H.C. n. I/XV-XV/XV i s. més 10 exs. P.A. n. 1/10-10/10 i s. Presentació en carpeta de tela. Cada carpeta està s. pel poeta i per l'artista  a la justificació de la tirada. ","Éditions F.B. (François Bénichou), París",,,"Arches","J. Barbarà, Barcelona (gravats) i Atelier de François Da Ros, París (text)",,,,,,,,,
,,2,1988,,,"Carpeta amb un text inèdit d'Yves Bonnefoy acompanyat de 3 gravats originals de Tàpies. Les carpetes estan s. per poeta i per l'artista a la justificació del tiratge",,,,"OG","III04","50 x 65 cm","sí",,,,,"Aguafuerte en varias tintas (negro y 2 grises) con collage de papel","Aiguafort en diverses tintes (negra i 2 grisos) amb collage de paper","Un vase de terre crue et le T du nom de Tàpies",,,,,"85 exs. n. 1/85-85/85 i s. amb els 3 gravats n. i s., els 10 primers exs. n. 1/10-10/10 porten, a més, 1 suite dels gravats n. I/X-X/X i s., 10 exs. P.A. n. 1/10-10/10 i s. i 15 exs. H.C. n. I/XV-XV/XV i s. reservats als col·laboradors.","Éditions François Benichou, París",,,"Vélin d'Arches","J. Barbarà, Barcelona i Atelier de Jean Hofer, Gentilly (text)",,,"Arches France",,,,,,
,,2,1988,,,"Carpeta amb un text inèdit d'Yves Bonnefoy acompanyat de 3 gravats originals de Tàpies. Les carpetes estan s. per poeta i per l'artista a la justificació del tiratge",,,,"OG","III04","49,6 x 65,6 cm","sí",,,,,"Aguafuerte en varias tinats (negro y 2 grises) con collage de papel
","Aiguafort en diverses tintes (negra i 2 grisos) amb collage de paper","Un vase de terre crue et le T du nom de Tàpies",,,,,"85 exs. n. 1/85-85/85 i s. amb els 3 gravats n. i s., els 10 primers exs. n. 1/10-10/10 porten, a més, 1 suite dels gravats n. I/X-X/X i s., 10 exs. P.A. n. 1/10-10/10 i s. i 15 exs. H.C. n. I/XV-XV/XV i s. reservats als col·laboradors.","Éditions François Benichou, París",,"49,6 x 65,6 cm","Vélin d'Arches","J. Barbarà, Barcelona i Atelier de Jean Hofer, Gentilly (text)",,,"Arches France",,,,,,
,,2,1996,,,"Tiratge avant la lettre d' un cartell realitzat per commemorar el cincuantè aniversari de la creació d' Unicef (1946-1996). Existeix  un segell amb la mateix imatge ",,,,"OG","E20","75 x 55 cm.","sí",,,,,"L. en varias tintas (3 negros y carmín)","L. en diverses tintes (3 negres y carmí) REVISAR","Unicef 50 aniversario ",,,,,"100 exs. n. 1/100-100/100  i s., 10 exs. P.A.s.; 3 exs. P.A. damunt paper marró fosc","Comité Español de Unicef, Madrid",,,"Arches","Imp. J. Peligros, tallers Jovic Litogràfica, L’Hospitalet de Llobregat",,,"Arches",,,,,,
,,2,1996,,,"Tiratge avant la lettre d' un cartell realitzat per commemorar el cincuantè aniversari de la creació d' Unicef (1946-1996). Existeix  un segell amb la mateix imatge ",,,,"OG","E20","75 x 55 cm.","sí",,,,,"L. en varias tintas (3 negros y carmín)","L. en diverses tintes (3 negres y carmí) REVISAR","Unicef 50 aniversario ",,,,,"100 exs. n. 1/100-100/100  i s., 10 exs. P.A.s.; 3 exs. P.A. damunt paper marró fosc","Comité Español de Unicef, Madrid",,,"Arches","Imp. J. Peligros, tallers Jovic Litogràfica, L’Hospitalet de Llobregat",,,"Arches",,,,,,
,,,1996,,,,,,,"OG","E20",,"sí",,,,,,"REVISAR","Unicef 50 aniversario (paper marró)",,,,,,,,,,,,,,,,,,,
"T-5512",,,1988,,,,,,,"RP","25A/25B","300 x 500 cm",,"sí",,,,,"Pintura sobre tela","Urbilder (díptic)","534900,772901566","Sí",,,,,,,,,,,,"Urbilder","Urbilder","Urbilder","Pintura sobre tela","Paint on canvas","Peinture sur toile"
,,,1979,,"MALET, Rosa Maria, comp. Los carteles de Tàpies, Polígrafa, Barcelona, 1984",,,,,"OG","C02","66 x 50,5cm","sí",,,,,"L. en varias tintas (2 rojos, 2 negres y gris)","L. en diverses tintes (2 vermells, 2 negres i gris)","Uruguay Amnestía?",,,,,"Tiratge avant la lettre d'un cartell realitzat per a la campanya en favor de l'amnistia  per als presos polítics d'Uruguai. Es desconeix el número d'exs. de l'edició, encara que existeixen alguns exs. P.A. s. Existeix, també una edició d'enganxines ( 11 x 7 cm.)",,,"47 X 44 cm",,,,,,,,,,,
,,,1979,,"MALET, Rosa Maria, comp. Los carteles de Tàpies, Polígrafa, Barcelona, 1984",,,,,"OG","C02","66 x 50,5 cm","sí",,,,,"Litografía en varias tintas (2 rojos, 2 negros y gris)","Litografía en diverses tintes (2 roigs, 2 negres i gris)","Uruguay Amnistía",,,,,"Edició desconeguda. Existeixen alguns exs. P.A. s.. Tiratge avant la lettre d'un cartell realitzat per la campanya a favor de l'amnisti per als presos polítics d'Uruguay. També existeix una edició d'adhesius (11 x 7 cm)","Desconegut",,"47 x 44 cm",,"Desconegut",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","78 x 100 cm","sí",,,,,"Litografía en varias tintas y lápiz litográfico","Litografia en diverses tintes  i llapis litogràfic","Vague d' encre",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Maeght éditeur, París",,,"Arches","Atelier Maeght, París",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","78 x 100 cm","sí",,,,,"Litografía en varias tintas y lápiz litográfico","Litografia en diverses tintes  i llapis litogràfic","Vague d' encre",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Maeght  éditeur, París",,,"Arches","Atelier Maeght, París",,,,,,,,,
,,,1984,,,,,,,"OG","C07","56 x 76 cm.","sí",,,,,"Resinas y azúcar sobre texturas en varias tintas","Resines i sucre sobre textures en diverses tintes","Vaisselle",,,,,"50 exs. n. 1/50-50/50 i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,2,"Arches",,,,,,
,,,1982,,,,,,,"OG","C05","50 x 66 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas","Aiguafort i carborúndum en diverses tintes","Vaixell",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. I/XV-XV/XV i f., més 1 ex. P.A.s.","Galeria Maeght, Barcelona",,,"Arches","J. Barbarà, Barcelona",,9,"Arches",,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","56 x 76 cm","sí",,,,,"Agufuerte y carborúndum en varias tintas (negro, gris, blanco, rojo y beige)","Aiguafort i carborúndum en diverses tintes (negre, gris, blanc, vemell i beix)","Variació 1",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.
","Polígrafa Obra Gràfica, S.L., Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","57 x 76,5 cm.","sí",,,,,"Agufuerte y carborúndum en varias tintas (negro, gris, blanco, rojo y beige)","Aiguafort i carborúndum en diverses tintes (negre, gris, blanc, vemell i beix)","Variació 1",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.

","Polígrafa Obra Gràfica, S.L., Barcelona",,,"LaFranca hecho a mano","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","56 x 76 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, gris y 2 rojos)","Aiguafort i carborúndum en diverses tintes (negre, gris i 2 vermells)","Variació 2",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.
","Polígrafa Obra Gràfica, S.L., Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","56 x 76 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, gris y 2 rojos)","Aiguafort i carborúndum en diverses tintes (negre, gris i 2 vermells)","Variació 2",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.

","Polígrafa Obra Gràfica, S.L., Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","56 x 76 cm.","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, blanco, gris y rojo)","Aiguafort i carborúndum en diverses tintes (negre, blanc, gris i vermell)","Variació 3",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.
","Polígrafa Obra Gràfica, S.L., Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,2,1990,,,"Pertany a una sèrie de 3 gravats",,,,"OG","E11","56 x 76 cm.","sí",,,,,"Aguafuerte y carborúndum en varias tintas (negro, blanco, gris y rojo)","Aiguafort i carborúndum en diverses tintes (negra, blanc, gris i roig)","Variació 3",,,,,"75 exs. n. 1/75-75/75 i s., 3 exs. H.C. n. 1/3-3/3 i s., 2 exs. P.A. n. I/II-II/II i s.
","Polígrafa Obra Gràfica, S.L., Barcelona",,,"Lafranca fet a mà","Tallers de Polígrafa Obra Gràfica, S.L., Bracelona",,,,,,,,,
,,,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 negros y gris) con relieve","Litografia en diverses tintes (2 negres i gris) amb relleu ","Variacions sobre un tema musical 1","60,1012104384",,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s., més 11 exs. F.A.T. s.","Galerie Lelong, Paris",,"53,7 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,,,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 marrones, negro, gris y blanco) con relieve","Litografia en diverses tintes (2 marrons, negre, gris i blanc) amb relleu ","Variacions sobre un tema musical 10","120,2024208768",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"53,9 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,,,,,,,
,,,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (2 negros) con relieve","Litografia en dues tintes (2 negres) amb relleu ","Variacions sobre un tema musical 11","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 2 exs. F.A.T. f.","Galerie Lelong, Paris",,"54 x 70,1 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arhces",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","V","65 x 100 cm","sí",,,,,"Litografía en varias tintas (2 negros y gris) con relieve","Litografia en diverses tintes (2 negres i gris) amb relleu ","Variacions sobre un tema musical 12","108,1821787891",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"65 x 99,7 cm","Arches","Damià Caus ( Litografías Artísticas), Barcelona",,,,,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","V","65 x 100 cm","sí",,,,,"Litografía en varias tintas (negro, gris, blanco y beige) con relieve","Litografia en diverses tintes (negre, gris, blanc i beix) amb relleu ","Variacions sobre un tema musical 13","108,1821787891",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"65 x 99,7 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,,,,,,,
,,2,1987,"4 gener 1994",,,,,,"OG","IV","70 x 54 cm (irreg.)","sí",,,,,"Litografía en varias tintas (3 negros) con relieve","Litografia en diverses tintes (3 negres) amb relleu ","Variacions sobre un tema musical 14","60,1012104384",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 10 exs. F.A.T. f.","Galerie Lelong, Paris",,"70 x 54 cm","Arches","Damià Caus  ( Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,2,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 grises y negro) con relieve","Litografia en diverses tintes (2 grisos i negre) amb relleu ","Variacions sobre un tema musical 15","108,1821787891",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"54 x 69,5 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,2,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (negro y gris) con relieve","Litografia en dues tintes (negre i gris) amb relleu","Variacions sobre un tema musical 16","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. s.","Galerie Lelong, Paris",,"54 x 69,9 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,2,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (2 negros) con relieve","Litografia en dues tintes (2 negres) amb relleu","Variacions sobre un tema musical 17","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. s.","Galerie Lelong, Paris",,,"Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","70 x 54 cm ","sí",,,,,"Litografía en dos tintas (negro y gris) con relieve","Litografia en dues tintes (negre i gris) amb relleu","Variacions sobre un tema musical 18","108,1821787891",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 3 exs. F.A.T. f.","Galerie Lelong, Paris",,"70,2 x 53,7 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,,,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (negro, 2 grises y marrón) con relieve","Litografia en diverses tintes (negre, 2 grisos i marró) amb relleu ","Variacions sobre un tema musical 19","60,1012104384",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"54,4 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,,,,,,,"OG","IV","70 x 54 cm","sí",,,,,"Litografía en varias tintas (2 negros y gris) con relieve","Litografia amb diverses tintes (2 negres i gris) amb relleu","Variacions sobre un tema musical 2","60,1012104384",,,,,"Galerie Lelong, Paris",,"70,2 x 54 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona","75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 6 exs. F.A.T. f.",,"Arches",,,,,,
,,2,1987,,,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 negros, blanco y gris) con relieve","Litografia en diverses tintes (2 negres, blanc i gris) amb relleu ","Variacions sobre un tema musical 20","60,1012104384",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 18 exs. F.A.T. f.","Galerie Lelong, Paris",,"54 x 69,6 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (2 negros) con relieve","Litografia en dues tintes (2 negres) amb relleu ","Variacions sobre un tema musical 3","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 3 exs. F.A.T. f.","Galerie Lelong, Paris",,"53,5 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (negra y gris) con collage y relieve","Litografia en dues tintes (negre i gris) amb collage i relleu ","Variacions sobre un tema musical 4","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f., més 2 exs. F.A.T. f.","Galerie Lelong, Paris",,"53,5 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
